UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result,SelectionTime
1,2025-06-21 01:45:52.744,SSVEP_Task1,1,1,30,2,True,3
1,2025-06-21 01:46:02.275,SSVEP_Task1,1,2,30,2,False,3
1,2025-06-21 01:46:11.993,SSVEP_Task1,1,3,30,2,False,3
1,2025-06-21 01:46:21.525,SSVEP_Task1,1,4,30,2,True,3
1,2025-06-21 01:46:31.109,SSVEP_Task1,1,5,30,2,False,3
1,2025-06-21 01:46:40.727,SSVEP_Task1,1,6,30,2,False,3
1,2025-06-21 01:46:50.168,SSVEP_Task1,1,7,30,2,False,3
1,2025-06-21 01:46:59.898,SSVEP_Task1,1,8,30,2,False,3
1,2025-06-21 01:47:09.982,SSVEP_Task1,1,9,30,2,False,3
1,2025-06-21 01:47:19.435,SSVEP_Task1,1,10,30,2,False,3
1,2025-06-21 01:47:28.903,SSVEP_Task1,1,11,30,2,False,3
