UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result
1,2025-06-13 19:18:50.149,SSVEP_Task1,1,1,20,1,False
1,2025-06-13 19:18:58.800,SSVEP_Task1,1,2,20,1,False
1,2025-06-13 19:19:07.431,SSVEP_Task1,1,3,20,1,False
1,2025-06-13 19:19:16.079,SSVEP_Task1,1,4,20,1,False
1,2025-06-13 19:19:24.710,SSVEP_Task1,1,5,20,1,False
1,2025-06-13 19:19:33.325,SSVEP_Task1,1,6,20,1,False
1,2025-06-13 19:19:41.956,SSVEP_Task1,1,7,20,1,False
1,2025-06-13 19:19:50.588,SSVEP_Task1,1,8,20,1,False
1,2025-06-13 19:19:59.218,SSVEP_Task1,1,9,20,1,False
1,2025-06-13 19:20:07.867,SSVEP_Task1,1,10,20,1,False
1,2025-06-13 19:20:16.514,SSVEP_Task1,1,11,20,1,True
1,2025-06-13 19:22:06.554,SSVEP_Task1,2,1,20,1,False
1,2025-06-13 19:22:15.202,SSVEP_Task1,2,2,20,1,False
1,2025-06-13 19:22:23.849,SSVEP_Task1,2,3,20,1,False
1,2025-06-13 19:22:32.514,SSVEP_Task1,2,4,20,1,False
1,2025-06-13 19:22:41.162,SSVEP_Task1,2,5,20,1,False
1,2025-06-13 19:22:49.794,SSVEP_Task1,2,6,20,1,False
1,2025-06-13 19:22:58.425,SSVEP_Task1,2,7,20,1,False
1,2025-06-13 19:23:07.056,SSVEP_Task1,2,8,20,1,False
1,2025-06-13 19:23:15.686,SSVEP_Task1,2,9,20,1,False
1,2025-06-13 19:23:24.318,SSVEP_Task1,2,10,20,1,False
1,2025-06-13 19:23:32.933,SSVEP_Task1,2,11,20,1,True
1,2025-06-13 19:23:46.947,SSVEP_Task1,1,1,20,1,False
1,2025-06-13 19:23:55.577,SSVEP_Task1,1,2,20,1,False
1,2025-06-13 19:24:04.226,SSVEP_Task1,1,3,20,1,False
1,2025-06-13 19:24:12.857,SSVEP_Task1,1,4,20,1,False
