UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result,SelectionTime
1,2025-06-17 16:03:22.935,Gaze_Task1,1,1,20,2,True,0.6
1,2025-06-17 16:03:25.552,Gaze_Task1,1,2,20,2,True,0.6
1,2025-06-17 16:03:28.503,Gaze_Task1,1,3,20,2,True,0.6
1,2025-06-17 16:03:31.105,Gaze_Task1,1,4,20,2,True,0.6
1,2025-06-17 16:03:33.709,Gaze_Task1,1,5,20,2,True,0.6
1,2025-06-17 16:03:36.605,Gaze_Task1,1,6,20,2,True,0.6
1,2025-06-17 16:03:39.805,Gaze_Task1,1,7,20,2,True,0.6
1,2025-06-17 16:03:43.939,Gaze_Task1,1,8,20,2,True,0.6
1,2025-06-17 16:03:46.556,Gaze_Task1,1,9,20,2,True,0.6
1,2025-06-17 16:03:49.395,Gaze_Task1,1,10,20,2,True,0.6
1,2025-06-17 16:03:52.234,Gaze_Task1,1,11,20,2,True,0.6
1,2025-06-17 16:03:58.135,Gaze_Task1,2,1,30,1,False,3
1,2025-06-17 16:04:03.148,Gaze_Task1,2,2,30,1,False,3
1,2025-06-17 16:04:08.162,Gaze_Task1,2,3,30,1,False,3
1,2025-06-17 16:04:10.777,Gaze_Task1,2,4,30,1,True,0.6
1,2025-06-17 16:04:15.789,Gaze_Task1,2,5,30,1,False,3
1,2025-06-17 16:04:20.801,Gaze_Task1,2,6,30,1,False,3
1,2025-06-17 16:04:25.812,Gaze_Task1,2,7,30,1,False,3
1,2025-06-17 16:04:30.823,Gaze_Task1,2,8,30,1,False,3
1,2025-06-17 16:04:35.833,Gaze_Task1,2,9,30,1,False,3
1,2025-06-17 16:04:40.845,Gaze_Task1,2,10,30,1,False,3
1,2025-06-17 16:04:45.857,Gaze_Task1,2,11,30,1,False,3
1,2025-06-17 16:04:51.910,Gaze_Task1,3,1,40,1,False,3
1,2025-06-17 16:04:56.921,Gaze_Task1,3,2,40,1,False,3
1,2025-06-17 16:05:01.933,Gaze_Task1,3,3,40,1,False,3
1,2025-06-17 16:05:05.497,Gaze_Task1,3,4,40,1,True,0.6
1,2025-06-17 16:05:10.509,Gaze_Task1,3,5,40,1,False,3
1,2025-06-17 16:05:15.520,Gaze_Task1,3,6,40,1,False,3
1,2025-06-17 16:05:20.530,Gaze_Task1,3,7,40,1,False,3
1,2025-06-17 16:05:25.541,Gaze_Task1,3,8,40,1,False,3
1,2025-06-17 16:05:30.553,Gaze_Task1,3,9,40,1,False,3
1,2025-06-17 16:05:35.563,Gaze_Task1,3,10,40,1,False,3
1,2025-06-17 16:05:40.576,Gaze_Task1,3,11,40,1,False,3
1,2025-06-17 16:05:46.185,Gaze_Task1,4,1,20,1,False,3
1,2025-06-17 16:05:51.197,Gaze_Task1,4,2,20,1,False,3
1,2025-06-17 16:05:56.208,Gaze_Task1,4,3,20,1,False,3
1,2025-06-17 16:05:59.507,Gaze_Task1,4,4,20,1,True,0.6
