UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result
1,45:44.1,Gaze_Task2,1,2, , ,TRUE
1,45:46.7,Gaze_Task2,1,3, , ,TRUE
1,45:49.4,Gaze_Task2,1,4, , ,TRUE
1,45:52.4,Gaze_Task2,1,5, , ,TRUE
1,45:56.6,Gaze_Task2,1,6, , ,TRUE
1,46:01.6,Gaze_Task2,1,7, , ,FALSE
1,46:05.5,Gaze_Task2,1,8, , ,TRUE
1,46:10.5,Gaze_Task2,1,9, , ,FALSE
1,46:14.5,Gaze_Task2,1,10, , ,TRUE
1,46:19.5,Gaze_Task2,1,11, , ,FALSE
1,46:24.5,Gaze_Task2,1,12, , ,FALSE
1,46:34.5,Gaze_Task2,2,2, , ,TRUE
1,46:39.5,Gaze_Task2,2,3, , ,FALSE
1,46:43.3,Gaze_Task2,2,4, , ,TRUE
1,46:48.3,Gaze_Task2,2,5, , ,FALSE
1,46:53.3,Gaze_Task2,2,6, , ,FALSE
1,46:58.3,Gaze_Task2,2,7, , ,FALSE
1,47:03.3,Gaze_Task2,2,8, , ,FALSE
1,47:08.4,Gaze_Task2,2,9, , ,FALSE
1,47:13.4,Gaze_Task2,2,10, , ,FALSE
1,47:18.4,Gaze_Task2,2,11, , ,FALSE
1,47:23.4,Gaze_Task2,2,12, , ,FALSE
1,47:32.4,Gaze_Task2,3,2, , ,TRUE
1,47:37.4,Gaze_Task2,3,3, , ,FALSE
1,47:40.3,Gaze_Task2,3,4, , ,TRUE
1,47:44.1,Gaze_Task2,3,5, , ,TRUE
1,47:49.2,Gaze_Task2,3,6, , ,FALSE
1,47:54.2,Gaze_Task2,3,7, , ,FALSE
1,47:56.8,Gaze_Task2,3,8, , ,TRUE
1,48:01.8,Gaze_Task2,3,9, , ,FALSE
1,48:06.8,Gaze_Task2,3,10, , ,FALSE
1,48:11.8,Gaze_Task2,3,11, , ,FALSE
1,48:16.8,Gaze_Task2,3,12, , ,FALSE
1,48:22.9,Gaze_Task2,4,2, , ,TRUE
1,48:28.0,Gaze_Task2,4,3, , ,FALSE
1,48:33.0,Gaze_Task2,4,4, , ,FALSE
1,48:38.0,Gaze_Task2,4,5, , ,FALSE
1,48:42.6,Gaze_Task2,4,6, , ,TRUE
1,48:47.6,Gaze_Task2,4,7, , ,FALSE
1,48:52.6,Gaze_Task2,4,8, , ,FALSE
1,48:57.7,Gaze_Task2,4,9, , ,FALSE
1,49:02.7,Gaze_Task2,4,10, , ,FALSE
1,49:07.7,Gaze_Task2,4,11, , ,FALSE
1,49:12.7,Gaze_Task2,4,12, , ,FALSE
1,49:19.7,Gaze_Task2,5,2, , ,TRUE
1,49:22.5,Gaze_Task2,5,3, , ,TRUE
1,49:25.2,Gaze_Task2,5,4, , ,TRUE
1,49:29.9,Gaze_Task2,5,5, , ,TRUE
1,49:34.9,Gaze_Task2,5,6, , ,FALSE
1,49:39.9,Gaze_Task2,5,7, , ,FALSE
1,49:45.0,Gaze_Task2,5,8, , ,FALSE
1,49:50.0,Gaze_Task2,5,9, , ,FALSE
1,49:55.0,Gaze_Task2,5,10, , ,FALSE
1,50:00.0,Gaze_Task2,5,11, , ,FALSE
1,50:05.0,Gaze_Task2,5,12, , ,FALSE
